Blood-ID,Sample,Sample pt,Band,Treatment,Box,Pair ID,Date,Numeric Date,Time,Numeric time,Tarsus,Mass,Cp Telomere,Mean Cp T,Cp CV T,Efficiency T,Et^CpT(C)-CpT(S),Et_CV,Cp GAPDH,Cp Mean R,Cp CV R,Efficiency R,ER^(CpR(S)-CpR(C)),Er_CV,RTL,RTLave,RTLcv,qPCR Plate,Drop Duplicate,Sex,NOx,Fledged,Recruit,Size rank,Brood size
CTR-99,Tel 2,15,59V66869,CTR,K49B,19,08/05/17,38,10:24:00,10.4,18.36,13.6,11.81,11.795,0.001798491,2.097833555,1.822361503,0.015716325,24.97,24.995,0.001414496,2.002186402,0.6616142,0.024542619,1.205700249,1.241022074,0.040251181,1,0,F,0.003,1,0,9,9
CTR-99,Tel 2,15,59V66869,CTR,K49B,19,08/05/17,38,10:24:00,10.4,18.36,13.6,11.78,,,2.097833555,1.863320934,,25.02,,,2.002186402,0.684983395,,1.276343899,,,1,0,F,0.003,1,0,9,9
CTR-100,Tel 2,15,59V66870,CTR,K49B,19,08/05/17,38,10:28:00,10.46666667,18.38,14.5,12.47,12.395,0.008557162,2.097833555,1.117546632,0.078504076,25.22,25.105,0.006478174,2.018534361,0.649236264,0.113982135,0.7255518,0.707717655,0.035637503,1,0,F,0.0029,1,0,8,9
CTR-100,Tel 2,15,59V66870,CTR,K49B,19,08/05/17,38,10:28:00,10.46666667,18.38,14.5,12.32,,,2.097833555,1.248910475,,24.99,,,2.018534361,0.55238828,,0.68988351,,,1,0,F,0.0029,1,0,8,9
CTR-98,Tel 2,15,59V66871,CTR,K49B,19,08/05/17,38,10:21:00,10.35,19.1,15,12.11,11.985,0.014749829,2.076969342,2.60515407,0.128849499,24.68,24.81,0.007410228,2.018534361,0.444307097,0.128771796,1.157488442,1.412720287,0.25550163,1,0,,0.0028,1,0,6,9
CTR-98,Tel 2,15,59V66871,CTR,K49B,19,08/05/17,38,10:21:00,10.35,19.1,15,11.86,,,2.076969342,3.127454026,,24.94,,,2.018534361,0.533325868,,1.667952132,,,1,0,,0.0028,1,0,6,9
CTR-97,Tel 2,15,59V66872,CTR,K49B,19,08/05/17,38,10:17:00,10.28333333,19.44,16.1,13.64,13.68,0.004135127,2.017152285,0.833235839,0.039682977,25.48,25.405,0.004175006,2.002186402,0.942696982,0.073568777,0.785488911,0.72732855,0.11308668,2,0,M,0.0028,1,0,2,9
CTR-97,Tel 2,15,59V66872,CTR,K49B,19,08/05/17,38,10:17:00,10.28333333,19.44,16.1,13.72,,,2.017152285,0.787750789,,25.33,,,2.002186402,0.84946686,,0.669168189,,,2,0,M,0.0028,1,0,2,9
CTR-96,Tel 2,15,59V66873,CTR,K49B,19,08/05/17,38,10:14:00,10.23333333,20.47,16.2,13.47,13.53,0.006271457,2.076969342,0.964114236,0.061980023,26.48,26.51,0.001600393,2.018534361,1.573070963,0.029794697,1.51662011,1.482841724,0.032215071,1,0,F,0.0031,1,0,1,9
CTR-96,Tel 2,15,59V66873,CTR,K49B,19,08/05/17,38,10:14:00,10.23333333,20.47,16.2,13.59,,,2.076969342,0.883154905,,26.54,,,2.018534361,1.640780491,,1.449063338,,,1,0,F,0.0031,1,0,1,9
CTR-103,Tel 2,15,59V66874,CTR,K49B,19,08/05/17,38,10:41:00,10.68333333,17.87,15.7,12.73,12.59,0.015725965,2.097833555,0.921733107,0.146167897,26.13,26.11,0.001083274,2.018534361,1.230228159,0.019864765,1.133942023,1.245323303,0.126486766,1,0,F,0.0026,1,0,4,9
CTR-103,Tel 2,15,59V66874,CTR,K49B,19,08/05/17,38,10:41:00,10.68333333,17.87,15.7,12.45,,,2.097833555,1.134229855,,26.09,,,2.018534361,1.196146069,,1.356704583,,,1,0,F,0.0026,1,0,4,9
CTR-101,Tel 2,15,59V66875,CTR,K49B,19,08/05/17,38,10:33:00,10.55,18.93,15.7,12.92,12.815,0.011587392,2.076969342,1.441169436,0.108321981,26.01,25.97,0.002178227,2.018534361,1.13078835,0.039721692,1.629657609,1.712926949,0.068748192,1,0,F,0.0011,1,0,3,9
CTR-101,Tel 2,15,59V66875,CTR,K49B,19,08/05/17,38,10:33:00,10.55,18.93,15.7,12.71,,,2.076969342,1.680255637,,25.93,,,2.018534361,1.069001794,,1.79619629,,,1,0,F,0.0011,1,0,3,9
CTR-95,Tel 2,15,59V66876,CTR,K49B,19,08/05/17,38,10:09:00,10.15,19.14,15,12,12.105,0.012267032,2.076969342,2.823259006,0.108321981,24.74,24.72,0.001144186,2.018534361,0.463431361,0.019864765,1.308386762,1.199755719,0.128048979,1,0,F,0.0008,1,0,5,9
CTR-95,Tel 2,15,59V66876,CTR,K49B,19,08/05/17,38,10:09:00,10.15,19.14,15,12.21,,,2.076969342,2.421533068,,24.7,,,2.018534361,0.450592515,,1.091124676,,,1,0,F,0.0008,1,0,5,9
LAN-130,Tel 1,8,59V66848,LAN,K67A,17,29/04/17,29,08:38:00,8.633333333,13.66,9.7,11.81,11.85,0.004773717,2.017152285,3.009121599,0.039682977,25.6,25.525,0.004155378,1.970580571,0.764953951,0.071885563,2.301839457,2.133746121,0.111409635,2,0,F,0.0028,1,0,2,8
LAN-130,Tel 1,8,59V66848,LAN,K67A,17,29/04/17,29,08:38:00,8.633333333,13.66,9.7,11.89,,,2.017152285,2.844858323,,25.45,,,1.970580571,0.690949271,,1.965652784,,,2,0,F,0.0028,1,0,2,8
LAN-131,Tel 1,8,59V66849,LAN,K67A,17,29/04/17,29,08:41:00,8.683333333,8.88,5.9,12.79,12.705,0.009461484,1.97540797,1.621497671,0.081743481,26,26.01,0.000543719,2.051129172,1.014471522,0.010159401,1.64496321,1.759240251,0.091864736,3,0,M,0.0046,1,0,8,8
LAN-131,Tel 1,8,59V66849,LAN,K67A,17,29/04/17,29,08:41:00,8.683333333,8.88,5.9,12.62,,,1.97540797,1.820446773,,26.02,,,2.051129172,1.029152469,,1.873517292,,,3,0,M,0.0046,1,0,8,8
LAN-132,Tel 1,8,59V66850,LAN,K67A,17,29/04/17,29,08:43:00,8.716666667,14.81,9.5,11.79,11.86,0.00834696,2.076969342,3.291630215,0.072293307,24.64,24.785,0.008273592,2.018534361,0.431998068,0.143533109,1.421977894,1.49782295,0.071611339,1,0,M,0.0012,1,0,3,8
LAN-132,Tel 1,8,59V66850,LAN,K67A,17,29/04/17,29,08:43:00,8.716666667,14.81,9.5,11.93,,,2.076969342,2.97146643,,24.93,,,2.018534361,0.529593062,,1.573668006,,,1,0,M,0.0012,1,0,3,8
LAN-133,Tel 1,8,59V66851,LAN,K67A,17,29/04/17,29,08:45:00,8.75,14.38,9.9,11.52,11.52,0,2.007917687,3.115127492,0,25.84,25.855,0.000820468,2.051129172,0.90431759,0.015238773,2.817064586,2.847750348,0.015238773,3,0,M,0.0018,1,0,1,8
LAN-133,Tel 1,8,59V66851,LAN,K67A,17,29/04/17,29,08:45:00,8.75,14.38,9.9,11.52,,,2.007917687,3.115127492,,25.87,,,2.051129172,0.924018718,,2.878436111,,,3,0,M,0.0018,1,0,1,8
LAN-134,Tel 1,8,59V66852,LAN,K67A,17,29/04/17,29,08:48:00,8.8,13.72,9.4,12.97,13.11,0.015102204,2.097833555,0.77157854,0.146167897,25.08,25.055,0.001411109,2.018534361,0.588433933,0.024830037,0.454022995,0.40512636,0.170688191,1,0,,,1,0,4,8
LAN-134,Tel 1,8,59V66852,LAN,K67A,17,29/04/17,29,08:48:00,8.8,13.72,9.4,13.25,,,2.097833555,0.627024127,,25.03,,,2.018534361,0.568127618,,0.356229724,,,1,0,,,1,0,4,8
LAN-135,Tel 1,8,59V66853,LAN,K67A,17,29/04/17,29,08:50:00,8.833333333,11.45,7.2,12.29,12.745,0.050487813,1.97540797,2.279002124,0.424563897,25.77,25.785,0.000822695,2.051129172,0.859966369,0.015238773,1.959865182,1.518832739,0.410653554,3,0,M,0.0029,1,0,7,8
LAN-135,Tel 1,8,59V66853,LAN,K67A,17,29/04/17,29,08:50:00,8.833333333,11.45,7.2,13.2,,,1.97540797,1.22658328,,25.8,,,2.051129172,0.878701278,,1.077800296,,,3,0,M,0.0029,1,0,7,8
LAN-136,Tel 1,8,59V66854,LAN,K67A,17,29/04/17,29,08:52:00,8.866666667,14.01,9,11.9,11.855,0.005368166,2.076969342,3.037342246,0.046498048,25.64,25.655,0.000826864,1.970580571,0.785993691,0.014389018,2.387331844,2.494701967,0.060866704,2,0,F,0.0011,1,0,5,8
LAN-136,Tel 1,8,59V66854,LAN,K67A,17,29/04/17,29,08:52:00,8.866666667,14.01,9,11.81,,,2.076969342,3.24386251,,25.67,,,1.970580571,0.802152398,,2.602072091,,,2,0,F,0.0011,1,0,5,8
LAN-137,Tel 1,8,59V66855,LAN,K67A,17,29/04/17,29,08:54:00,8.9,12.76,7.9,13.05,12.95,0.010920568,2.097833555,0.727174194,0.104588508,25.88,25.93,0.002726983,2.018534361,1.032111523,0.049644771,0.750524864,0.842129144,0.153833905,1,0,F,0.0037,1,0,6,8
LAN-137,Tel 1,8,59V66855,LAN,K67A,17,29/04/17,29,08:54:00,8.9,12.76,7.9,12.85,,,2.097833555,0.843320512,,25.98,,,2.018534361,1.107210616,,0.933733424,,,1,0,F,0.0037,1,0,6,8
LAN-81,Tel 2,15,59V66848,LAN,K67A,17,06/05/17,36,08:49:00,8.816666667,18.82,14.8,12.25,12.25,0,2.076969342,2.35176109,0,26.07,26.04,0.001629278,1.970580571,1.052190956,0.028775056,2.474501751,2.42515699,0.028775056,2,0,F,0.0028,1,0,5,8
LAN-81,Tel 2,15,59V66848,LAN,K67A,17,06/05/17,36,08:49:00,8.816666667,18.82,14.8,12.25,,,2.076969342,2.35176109,,26.01,,,1.970580571,1.010226864,,2.37581223,,,2,0,F,0.0028,1,0,5,8
LAN-77,Tel 2,15,59V66849,LAN,K67A,17,06/05/17,36,08:32:00,8.533333333,19.15,14.7,11.98,11.975,0.000590486,2.097833555,1.606695058,0.005238967,25.14,24.975,0.009343153,2.018534361,0.613761833,0.163165261,0.986128103,0.887030395,0.157993822,1,0,M,0.0046,1,0,6,8
LAN-77,Tel 2,15,59V66849,LAN,K67A,17,06/05/17,36,08:32:00,8.533333333,19.15,14.7,11.97,,,2.097833555,1.618643353,,24.81,,,2.018534361,0.486785854,,0.787932687,,,1,0,M,0.0046,1,0,6,8
LAN-76,Tel 2,15,59V66850,LAN,K67A,17,06/05/17,36,08:29:00,8.483333333,19.6,15.9,11.76,11.82,0.007178749,2.076969342,3.364603891,0.051113057,25.68,25.67,0.000550921,2.018534361,0.896849143,0.009932872,3.017542114,2.892707231,0.061030436,1,0,M,0.0012,1,0,1,8
LAN-76,Tel 2,15,59V66850,LAN,K67A,17,06/05/17,36,08:29:00,8.483333333,19.6,15.9,11.88,,,2.097833555,3.129877807,,25.66,,,2.018534361,0.884338789,,2.767872349,,,1,0,M,0.0012,1,0,1,8
LAN-78,Tel 2,15,59V66851,LAN,K67A,17,06/05/17,36,08:36:00,8.6,19.65,15.8,13.08,13.025,0.005971727,2.017152285,1.234302492,0.054551341,26.69,26.64,0.002654305,1.970580571,1.602296804,0.047946664,1.977718939,1.987010852,0.006613325,2,0,M,0.0018,1,0,2,8
LAN-78,Tel 2,15,59V66851,LAN,K67A,17,06/05/17,36,08:36:00,8.6,19.65,15.8,12.97,,,2.017152285,1.333345997,,26.59,,,1.970580571,1.497212854,,1.996302766,,,2,0,M,0.0018,1,0,2,8
LAN-74,Tel 2,15,59V66853,LAN,K67A,17,06/05/17,36,08:20:00,8.333333333,19.2,14.5,14.46,14.34,0.011834423,2.097833555,0.255824014,0.125405518,26.88,27.035,0.008108123,2.018534361,2.083352573,0.153356661,0.532971618,0.662271728,0.276107165,1,0,M,0.0029,1,0,7,8
LAN-74,Tel 2,15,59V66853,LAN,K67A,17,06/05/17,36,08:20:00,8.333333333,19.2,14.5,14.22,,,2.097833555,0.305609152,,27.19,,,2.018534361,2.590144414,,0.791571838,,,1,0,M,0.0029,1,0,7,8
LAN-75,Tel 2,15,59V66854,LAN,K67A,17,06/05/17,36,08:24:00,8.4,18.99,15.4,14.01,13.865,0.014789828,2.097833555,0.357057592,0.151348915,27.14,27.14,0,2.018534361,2.500760906,0,0.892915667,0.999927782,0.151348915,1,0,F,0.0011,1,0,3,8
LAN-75,Tel 2,15,59V66854,LAN,K67A,17,06/05/17,36,08:24:00,8.4,18.99,15.4,13.72,,,2.097833555,0.442641236,,27.14,,,2.018534361,2.500760906,,1.106939898,,,1,0,F,0.0011,1,0,3,8
LAN-80,Tel 2,15,59V66855,LAN,K67A,17,06/05/17,36,08:45:00,8.75,18.96,14.3,11.68,11.81,0.015567126,2.076969342,3.567207313,0.13397318,25.13,24.98,0.008492075,2.018534361,0.609466047,0.148446696,2.174091741,1.815169632,0.279639162,1,1,F,0.0037,1,0,8,8
LAN-80,Tel 2,15,59V66855,LAN,K67A,17,06/05/17,36,08:45:00,8.75,18.96,14.3,11.94,,,2.076969342,2.94982687,,24.83,,,2.018534361,0.493672201,,1.456247523,,,1,1,F,0.0037,1,0,8,8
LAN-80,Tel 2,15,59V66855,LAN,K67A,17,06/05/17,36,08:45:00,8.75,18.96,14.3,11.77,11.86,0.010731806,1.97540797,3.247029743,0.086540241,25.85,25.895,0.002457602,2.051129172,0.910837512,0.045702169,2.957516494,2.874349782,0.040918991,3,0,F,0.0037,1,0,8,8
LAN-80,Tel 2,15,59V66855,LAN,K67A,17,06/05/17,36,08:45:00,8.75,18.96,14.3,11.95,,,1.97540797,2.872552948,,25.94,,,2.051129172,0.971673323,,2.791183069,,,3,0,F,0.0037,1,0,8,8
LAN-104,Tel 1,8,59V66797,LAN,K68,14,28/04/17,28,08:16:00,8.266666667,14.62,9.7,12.84,12.585,0.028655102,1.97540797,1.567232716,0.243067285,25.86,25.905,0.002456654,2.051129172,0.917404442,0.045702169,1.437786256,1.804140323,0.287174386,3,0,,,1,0,1,6
LAN-104,Tel 1,8,59V66797,LAN,K68,14,28/04/17,28,08:16:00,8.266666667,14.62,9.7,12.33,,,1.97540797,2.217779976,,25.95,,,2.051129172,0.978678865,,2.17049439,,,3,0,,,1,0,1,6
LAN-105,Tel 1,8,59V66798,LAN,K68,14,28/04/17,28,08:18:00,8.3,13.05,8.3,11.87,11.87,0,2.076969342,3.104678494,0,25.89,25.91,0.001091635,2.018534361,1.0393863,0.019864765,3.226960292,3.272933586,0.019864765,1,0,F,0.0025,1,0,6,6
LAN-105,Tel 1,8,59V66798,LAN,K68,14,28/04/17,28,08:18:00,8.3,13.05,8.3,11.87,,,2.076969342,3.104678494,,25.93,,,2.018534361,1.069001794,,3.318906879,,,1,0,F,0.0025,1,0,6,6
LAN-106,Tel 1,8,59V66799,LAN,K68,14,28/04/17,28,08:19:00,8.316666667,13.68,8.6,13.46,13.565,0.010946732,2.007917687,0.805654374,0.103329338,27.45,27.44,0.000515384,2.051129172,2.874946231,0.010159401,2.316213007,2.144231574,0.113429201,3,0,M,0.0026,1,0,5,6
LAN-106,Tel 1,8,59V66799,LAN,K68,14,28/04/17,28,08:19:00,8.316666667,13.68,8.6,13.67,,,2.007917687,0.69594053,,27.43,,,2.051129172,2.83393488,,1.972250141,,,3,0,M,0.0026,1,0,5,6
LAN-107,Tel 1,8,59V66800,LAN,K68,14,28/04/17,28,08:22:00,8.366666667,14.52,9,13.12,13.165,0.004834,2.017152285,1.200140408,0.044640237,26.2,26.155,0.002433172,1.970580571,1.149189926,0.04315514,1.379189267,1.298645988,0.087710891,2,0,F,0.0032,1,0,3,6
LAN-107,Tel 1,8,59V66800,LAN,K68,14,28/04/17,28,08:22:00,8.366666667,14.52,9,13.21,,,2.017152285,1.12669295,,26.11,,,1.970580571,1.08113103,,1.21810271,,,2,0,F,0.0032,1,0,3,6
LAN-108,Tel 1,8,59V66801,LAN,K68,14,28/04/17,28,08:23:00,8.383333333,12.87,9,12.14,12.235,0.010980816,2.097833555,1.427085828,0.099376767,25.89,25.765,0.006861118,2.018534361,1.0393863,0.123844901,1.483293458,1.282154017,0.221856441,1,0,F,0.0027,1,0,4,6
LAN-108,Tel 1,8,59V66801,LAN,K68,14,28/04/17,28,08:23:00,8.383333333,12.87,9,12.33,,,2.097833555,1.239691427,,25.64,,,2.018534361,0.872002944,,1.081014575,,,1,0,F,0.0027,1,0,4,6
LAN-109,Tel 1,8,59V66802,LAN,K68,14,28/04/17,28,08:25:00,8.416666667,14.78,9.5,12.27,12.295,0.002875587,2.097833555,1.29604434,0.026191958,26.02,25.995,0.001360082,2.018534361,1.138758645,0.024830037,1.475881697,1.424505109,0.05100541,1,0,M,0.0039,1,1,2,6
LAN-109,Tel 1,8,59V66802,LAN,K68,14,28/04/17,28,08:25:00,8.416666667,14.78,9.5,12.32,,,2.097833555,1.248910475,,25.97,,,2.018534361,1.099461129,,1.373128522,,,1,0,M,0.0039,1,1,2,6
LAN-69,Tel 2,15,59V66798,LAN,K68,14,05/05/17,35,11:05:00,11.08333333,18.95,14.8,13.45,13.375,0.00793017,2.017152285,0.952068709,0.074356488,25.04,25.13,0.005064832,1.970580571,0.523193744,0.086229984,0.498116393,0.561693917,0.160073296,2,0,F,0.0025,1,0,6,6
LAN-69,Tel 2,15,59V66798,LAN,K68,14,05/05/17,35,11:05:00,11.08333333,18.95,14.8,13.3,,,2.017152285,1.057740406,,25.22,,,1.970580571,0.591138844,,0.625271441,,,2,0,F,0.0025,1,0,6,6
LAN-73,Tel 2,15,59V66799,LAN,K68,14,05/05/17,35,11:20:00,11.33333333,18.55,15.2,11.76,11.755,0.000601537,2.076969342,3.364603891,0.00516829,24.99,24.905,0.004826667,2.018534361,0.55238828,0.084330634,1.858567758,1.760026627,0.079179599,1,0,M,0.0026,1,0,4,6
LAN-73,Tel 2,15,59V66799,LAN,K68,14,05/05/17,35,11:20:00,11.33333333,18.55,15.2,11.75,,,2.076969342,3.389286203,,24.82,,,2.018534361,0.490216936,,1.661485497,,,1,0,M,0.0026,1,0,4,6
LAN-72,Tel 2,15,59V66800,LAN,K68,14,05/05/17,35,11:16:00,11.26666667,19.47,16.2,14.52,14.365,0.015259527,2.076969342,0.447534897,0.159535736,27.41,27.28,0.006739288,2.018534361,3.022956733,0.128771796,1.352878629,1.383282002,0.031083222,1,0,F,0.0032,1,0,2,6
LAN-72,Tel 2,15,59V66800,LAN,K68,14,05/05/17,35,11:16:00,11.26666667,19.47,16.2,14.21,,,2.076969342,0.561345483,,27.15,,,2.018534361,2.518387372,,1.413685375,,,1,0,F,0.0032,1,0,2,6
LAN-68,Tel 2,15,59V66801,LAN,K68,14,05/05/17,35,11:01:00,11.01666667,18.67,15.1,12.01,11.915,0.011275727,2.097833555,1.571376764,0.099376767,25.95,25.81,0.007671054,2.018534361,1.084124494,0.138616018,1.70356804,1.657266062,0.03951139,1,0,F,0.0027,1,0,5,6
LAN-68,Tel 2,15,59V66801,LAN,K68,14,05/05/17,35,11:01:00,11.01666667,18.67,15.1,11.82,,,2.097833555,1.808909428,,25.67,,,2.018534361,0.890571998,,1.610964084,,,1,0,F,0.0027,1,0,5,6
LAN-70,Tel 2,15,59V66802,LAN,K68,14,05/05/17,35,11:08:00,11.13333333,19.75,16.4,13.88,13.99,0.011119621,2.097833555,0.393159256,0.115003284,27.03,26.98,0.002620855,2.018534361,2.314825167,0.049644771,0.910094941,0.81542978,0.164179379,1,0,M,0.0039,1,1,1,6
LAN-70,Tel 2,15,59V66802,LAN,K68,14,05/05/17,35,11:08:00,11.13333333,19.75,16.4,14.1,,,2.097833555,0.334024928,,26.93,,,2.018534361,2.157816853,,0.720764619,,,1,0,M,0.0039,1,1,1,6
CTR-68,Tel 1,8,59V66750,CTR,K87,11,27/04/17,27,08:10:00,8.166666667,12.06,8.1,12.1,12,0.011785113,2.007917687,2.079137447,0.098425195,26.18,26.21,0.001618711,2.051129172,1.154512401,0.030474008,2.400389967,2.640719218,0.128706181,3,0,,,0,0,3,7
CTR-68,Tel 1,8,59V66750,CTR,K87,11,27/04/17,27,08:10:00,8.166666667,12.06,8.1,11.9,,,2.007917687,2.390189761,,26.24,,,2.051129172,1.205363907,,2.881048468,,,3,0,,,0,0,3,7
CTR-69,Tel 1,8,59V66751,CTR,K87,11,27/04/17,27,08:13:00,8.216666667,10.34,4.9,12.59,12.53,0.006771972,2.007917687,1.477534761,0.059116276,25.89,25.96,0.003813365,2.051129172,0.937390675,0.07105714,1.385027307,1.525114543,0.129900584,3,0,,,0,0,7,7
CTR-69,Tel 1,8,59V66751,CTR,K87,11,27/04/17,27,08:13:00,8.216666667,10.34,4.9,12.47,,,2.007917687,1.60645001,,26.03,,,2.051129172,1.036572423,,1.665201779,,,3,0,,,0,0,7,7
CTR-70,Tel 1,8,59V66752,CTR,K87,11,27/04/17,27,08:16:00,8.266666667,11.99,7.8,12.63,12.575,0.006185427,2.097833555,0.992618328,0.057597021,25.91,25.815,0.00520435,2.018534361,1.054090043,0.094224043,1.046309096,1.019824573,0.036726681,1,0,F,0.0033,1,0,4,7
CTR-70,Tel 1,8,59V66752,CTR,K87,11,27/04/17,27,08:16:00,8.266666667,11.99,7.8,12.52,,,2.097833555,1.076904279,,25.72,,,2.018534361,0.92240329,,0.99334005,,,1,0,F,0.0033,1,0,4,7
CTR-71,Tel 1,8,59V66753,CTR,K87,11,27/04/17,27,08:18:00,8.3,13.05,8.8,13.02,12.975,0.004904787,1.97540797,1.386485285,0.043310704,25.77,25.875,0.005738838,2.051129172,0.859966369,0.106473678,1.192330717,1.333210998,0.149439815,3,0,M,0.0031,1,0,1,7
CTR-71,Tel 1,8,59V66753,CTR,K87,11,27/04/17,27,08:18:00,8.3,13.05,8.8,12.93,,,1.97540797,1.474091279,,25.98,,,2.051129172,1,,1.474091279,,,3,0,M,0.0031,1,0,1,7
CTR-72,Tel 1,8,59V66754,CTR,K87,11,27/04/17,27,08:22:00,8.366666667,11.57,7.8,13.06,13.015,0.004889713,2.017152285,1.251746483,0.044640237,26.74,26.705,0.001853491,1.970580571,1.657573047,0.033569226,2.074861232,2.091244578,0.011079312,2,0,,,0,0,5,7
CTR-72,Tel 1,8,59V66754,CTR,K87,11,27/04/17,27,08:22:00,8.366666667,11.57,7.8,12.97,,,2.017152285,1.333345997,,26.67,,,1.970580571,1.58070593,,2.107627925,,,2,0,,,0,0,5,7
CTR-73,Tel 1,8,59V66755,CTR,K87,11,27/04/17,27,08:25:00,8.416666667,11.62,8.6,12.9,12.835,0.00716197,1.97540797,1.504506544,0.062538662,26.42,26.43,0.000535079,2.051129172,1.371756179,0.010159401,2.063816147,2.175618959,0.072674975,3,0,M,0.0046,1,0,2,7
CTR-73,Tel 1,8,59V66755,CTR,K87,11,27/04/17,27,08:25:00,8.416666667,11.62,8.6,12.77,,,1.97540797,1.643726153,,26.44,,,2.051129172,1.391607579,,2.287421772,,,3,0,M,0.0046,1,0,2,7
CTR-74,Tel 1,8,59V66756,CTR,K87,11,27/04/17,27,08:29:00,8.483333333,10.99,5.9,12.6,12.67,0.007813335,2.097833555,1.014928436,0.073280179,25.58,25.765,0.010154454,2.018534361,0.836018297,0.182733883,0.848498743,0.920197936,0.110191479,1,0,,,0,0,6,7
CTR-74,Tel 1,8,59V66756,CTR,K87,11,27/04/17,27,08:29:00,8.483333333,10.99,5.9,12.74,,,2.097833555,0.914929175,,25.95,,,2.018534361,1.084124494,,0.99189713,,,1,0,,,0,0,6,7
CTR-45,Tel 2,15,59V66752,CTR,K87,11,04/05/17,34,08:05:00,8.083333333,16.42,10,12.64,12.46,0.020430051,2.097833555,0.985291144,0.187493416,24.9,24.9,0,2.018534361,0.518550674,0,0.510923387,0.589013545,0.187493416,1,0,F,0.0033,1,0,3,7
CTR-45,Tel 2,15,59V66752,CTR,K87,11,04/05/17,34,08:05:00,8.083333333,16.42,10,12.28,,,2.097833555,1.286477365,,24.9,,,2.018534361,0.518550674,,0.667103704,,,1,0,F,0.0033,1,0,3,7
CTR-46,Tel 2,15,59V66753,CTR,K87,11,04/05/17,34,08:08:00,8.133333333,15.55,11.4,11.95,11.82,0.015553956,2.076969342,2.928344899,0.13397318,25.51,25.485,0.0013873,1.970580571,0.719650804,0.023980225,2.10738576,2.285424692,0.110169927,2,0,M,0.0031,1,0,2,7
CTR-46,Tel 2,15,59V66753,CTR,K87,11,04/05/17,34,08:08:00,8.133333333,15.55,11.4,11.69,,,2.076969342,3.541229299,,25.46,,,1.970580571,0.695652107,,2.463463624,,,2,0,M,0.0031,1,0,2,7
CTR-47,Tel 2,15,59V66755,CTR,K87,11,04/05/17,34,08:13:00,8.216666667,15.88,11.6,13.53,13.7,0.017548635,1.97540797,0.979783894,0.16294257,26.49,26.4,0.004821183,2.051129172,1.442502039,0.09130898,1.413340265,1.199315815,0.252374124,3,0,M,0.0046,1,0,1,7
CTR-47,Tel 2,15,59V66755,CTR,K87,11,04/05/17,34,08:13:00,8.216666667,15.88,11.6,13.87,,,1.97540797,0.777332782,,26.31,,,2.051129172,1.267528385,,0.985291366,,,3,0,M,0.0046,1,0,1,7
CTR-100,Tel 1,8,59V66831,CTR,K88,15,28/04/17,28,10:09:00,10.15,15.3,11,12.45,12.39,0.006848492,2.007917687,1.629003936,0.059116276,25.85,25.94,0.004906678,2.051129172,0.910837512,0.09130898,1.483757893,1.659833747,0.150020363,3,0,F,0.0025,1,0,2,8
CTR-100,Tel 1,8,59V66831,CTR,K88,15,28/04/17,28,10:09:00,10.15,15.3,11,12.33,,,2.007917687,1.771134906,,26.03,,,2.051129172,1.036572423,,1.835909601,,,3,0,F,0.0025,1,0,2,8
CTR-101,Tel 1,8,59V66832,CTR,K88,15,28/04/17,28,10:11:00,10.18333333,13.1,9.8,12.75,12.835,0.009365653,2.017152285,1.555913226,0.084248593,25.11,25.225,0.006447356,1.970580571,0.548635791,0.11009638,0.853629684,0.869597498,0.025968221,2,0,,0.0026,1,0,6,8
CTR-101,Tel 1,8,59V66832,CTR,K88,15,28/04/17,28,10:11:00,10.18333333,13.1,9.8,12.92,,,2.017152285,1.380955855,,25.34,,,1.970580571,0.64126982,,0.885565313,,,2,0,,0.0026,1,0,6,8
CTR-102,Tel 1,8,59V66833,CTR,K88,15,28/04/17,28,10:13:00,10.21666667,15.59,10.1,13.11,13.275,0.017577796,2.017152285,1.208591249,0.163007562,25.88,25.945,0.003543029,1.970580571,0.924957264,0.062314186,1.117895255,1.043236618,0.101207392,2,0,M,0.003,1,0,3,8
CTR-102,Tel 1,8,59V66833,CTR,K88,15,28/04/17,28,10:13:00,10.21666667,15.59,10.1,13.44,,,2.017152285,0.958772743,,26.01,,,1.970580571,1.010226864,,0.968577981,,,2,0,M,0.003,1,0,3,8
CTR-103,Tel 1,8,59V66834,CTR,K88,15,28/04/17,28,10:15:00,10.25,15.95,11.6,12.71,12.665,0.005024841,2.097833555,0.935493141,0.047133453,25.71,25.9,0.01037454,2.018534361,0.915947289,0.187615246,0.856862406,1.026504238,0.233715332,1,0,M,0.0038,1,0,1,8
CTR-103,Tel 1,8,59V66834,CTR,K88,15,28/04/17,28,10:15:00,10.25,15.95,11.6,12.62,,,2.097833555,1,,26.09,,,2.018534361,1.196146069,,1.196146069,,,1,0,M,0.0038,1,0,1,8
CTR-104,Tel 1,8,59V66835,CTR,K88,15,28/04/17,28,10:17:00,10.28333333,14.35,9.9,11.98,12.055,0.008798508,2.017152285,2.670755683,0.074356488,24.11,24.155,0.002634635,1.970580571,0.278413275,0.04315514,0.743573838,0.727497496,0.031251488,2,0,M,0.0035,1,0,5,8
CTR-104,Tel 1,8,59V66835,CTR,K88,15,28/04/17,28,10:17:00,10.28333333,14.35,9.9,12.13,,,2.017152285,2.403938529,,24.2,,,1.970580571,0.295939828,,0.711421155,,,2,0,M,0.0035,1,0,5,8
